genero,sede,ingreso
hombre,Santa Fe,214446.86235870092
otros,Santa Fe,21492.274456185758
hombre,Mendoza,28999.16031926723
mujer,Buenos Aires,103408.81833134562
hombre,Santa Fe,88788.46169503646
hombre,San Luis,84206.50362349958
mujer,San Luis,222139.62231938745
mujer,Santa Fe,82412.9406307069
hombre,Buenos Aires,19264.237791712272
hombre,San Luis,42065.44036216829
hombre,Buenos Aires,71170.1922037445
hombre,San Luis,14051.052311276182
mujer,San Luis,48063.364062808825
hombre,Buenos Aires,221891.47461813816
hombre,Santa Fe,38359.212955565934
mujer,Mendoza,11742.891308085784
mujer,Mendoza,41607.05691085715
hombre,Córdoba,75748.79569136834
hombre,Buenos Aires,159479.32197834834
hombre,Buenos Aires,101984.77168468756
hombre,San Luis,21977.137877482528
mujer,Córdoba,67889.38323158484
mujer,Mendoza,35782.404826125
mujer,Santa Fe,55798.89711876645
hombre,San Luis,144894.0584659087
mujer,San Luis,39873.430847999734
mujer,Córdoba,78781.38302089115
mujer,Buenos Aires,145643.54703447426
hombre,Córdoba,284804.9949129812
hombre,Buenos Aires,76644.68388698106
hombre,Buenos Aires,183502.7787574836
hombre,Mendoza,79064.98701023028
mujer,Santa Fe,42066.095370655596
mujer,Córdoba,196144.12976406043
mujer,Mendoza,45286.244117115835
mujer,Buenos Aires,108269.95181005668
hombre,Buenos Aires,198532.73724421638
mujer,Mendoza,87759.1058889915
hombre,Mendoza,62863.32569942186
hombre,Santa Fe,31982.155940847555
hombre,Buenos Aires,118960.8465047183
mujer,Santa Fe,59986.82553306345
mujer,Córdoba,73833.06775063915
hombre,San Luis,32442.440890462745
hombre,Buenos Aires,75618.63275542854
hombre,Mendoza,243804.79099278565
otros,Buenos Aires,35311.27712793985
mujer,Mendoza,38085.175988512296
hombre,Mendoza,53549.56503377185
mujer,Buenos Aires,216113.0844334539
mujer,Córdoba,44072.50990393872
hombre,Córdoba,47869.80145946483
mujer,Córdoba,50828.11980002875
mujer,Córdoba,83773.49844908365
hombre,San Luis,93673.16249654385
mujer,Córdoba,79329.93751396677
hombre,Santa Fe,50946.84450670058
mujer,Córdoba,53523.056050152736
mujer,Córdoba,108512.2957805149
mujer,Córdoba,168754.95922532424
mujer,Córdoba,133073.2942965097
mujer,Córdoba,35805.60546975986
hombre,Santa Fe,12358.206334215904
hombre,San Luis,147018.56734031218
mujer,Mendoza,60091.862678804864
mujer,Buenos Aires,27348.87089843703
hombre,Córdoba,41055.05709244351
hombre,Buenos Aires,77793.07530335395
hombre,Córdoba,152730.71509596793
hombre,Buenos Aires,402909.810616861
mujer,Córdoba,13534.690514206353
mujer,Buenos Aires,43161.77417040574
mujer,Buenos Aires,174641.7795196974
hombre,Mendoza,91843.83786989027
hombre,Buenos Aires,205571.69259585158
mujer,Mendoza,80983.84180616276
hombre,Buenos Aires,49527.89744307648
hombre,Mendoza,147848.20799707252
hombre,Mendoza,36820.65607883959
hombre,Córdoba,22324.240472551755
hombre,Buenos Aires,362595.4545521982
mujer,Buenos Aires,71306.52132136266
hombre,Mendoza,70580.47541327
mujer,Buenos Aires,63055.599158831705
otros,Buenos Aires,26007.839871037795
hombre,Buenos Aires,152712.126131273
mujer,Mendoza,59538.35852092319
hombre,Buenos Aires,76966.59682207556
hombre,Buenos Aires,98904.30099563915
hombre,Santa Fe,44092.32783628298
mujer,Buenos Aires,240071.92527713566
hombre,Córdoba,79487.65986496021
hombre,Córdoba,62650.97750771347
hombre,San Luis,112648.59740490462
hombre,Buenos Aires,136703.80003031596
hombre,Mendoza,182072.80210693728
mujer,San Luis,51384.86083360534
otros,Córdoba,71392.70189085184
hombre,Buenos Aires,84737.52175353737
hombre,San Luis,42178.39334898857
mujer,Buenos Aires,129969.68843602262
hombre,Buenos Aires,207444.41889751898
mujer,Santa Fe,94638.95874595022
mujer,Buenos Aires,48796.16055175815
mujer,Buenos Aires,106086.55004396281
otros,Mendoza,26790.84023209413
hombre,Santa Fe,61498.520549570676
hombre,Buenos Aires,151348.37924021314
hombre,San Luis,243402.70967601947
mujer,Santa Fe,58448.26377498813
mujer,Mendoza,165458.43449735304
hombre,Córdoba,129695.01981077352
mujer,Buenos Aires,248233.75740534975
mujer,Mendoza,80990.82431092832
mujer,Córdoba,70321.90600416454
hombre,Santa Fe,68102.05069479192
mujer,Mendoza,72134.5269874598
mujer,Buenos Aires,61687.37414143522
mujer,Santa Fe,27484.172381746415
mujer,Santa Fe,41855.55495312728
hombre,Córdoba,71882.66900493397
mujer,Córdoba,68408.0689401578
mujer,San Luis,70374.29378811279
mujer,Córdoba,68429.86413116314
mujer,Mendoza,71200.89761648547
hombre,Santa Fe,47313.59177753224
otros,Mendoza,19056.693035538097
mujer,San Luis,45100.89378062854
hombre,Santa Fe,99330.6696431535
hombre,Buenos Aires,37709.207800042816
hombre,Buenos Aires,147227.34314496693
mujer,Santa Fe,144977.98704773068
hombre,Buenos Aires,42209.559805306024
hombre,Córdoba,54106.29335914998
hombre,Mendoza,48765.79979361388
mujer,Buenos Aires,83920.29395353147
hombre,Buenos Aires,83720.36401689818
mujer,Mendoza,86967.2185385714
hombre,Santa Fe,139031.63920872597
hombre,Buenos Aires,130704.59741842035
mujer,Buenos Aires,46925.156759523474
hombre,Santa Fe,30439.67523083055
mujer,Buenos Aires,35643.10849655078
hombre,San Luis,394720.00798615767
hombre,Santa Fe,60530.42521532428
hombre,Córdoba,335127.58905119816
mujer,Buenos Aires,87198.25570810834
otros,Mendoza,10325.673057505292
hombre,Buenos Aires,80887.45217131289
mujer,Santa Fe,73603.8264444357
mujer,Mendoza,57035.97672909243
hombre,Buenos Aires,641412.6064274763
hombre,Buenos Aires,235887.1736407585
hombre,Buenos Aires,87348.94859880558
hombre,Santa Fe,14629.909083978788
mujer,San Luis,55154.09478464372
hombre,San Luis,100555.62832125409
hombre,Santa Fe,76126.68461150877
mujer,Buenos Aires,108071.24315872806
hombre,Mendoza,225365.98987144913
mujer,San Luis,72371.91735683808
mujer,Córdoba,163775.19186888682
hombre,Córdoba,112512.59562657372
mujer,San Luis,180830.70644245215
mujer,Córdoba,88537.37074459535
mujer,Buenos Aires,82088.19383167548
mujer,Buenos Aires,209833.83061577476
hombre,Mendoza,32490.38983283735
hombre,Buenos Aires,89845.49714648438
mujer,Córdoba,40055.15484149826
mujer,Buenos Aires,41100.56501129439
mujer,Buenos Aires,35939.2204394981
hombre,Mendoza,88849.27699982455
hombre,Mendoza,39668.450453027064
hombre,San Luis,56084.62366811376
hombre,Mendoza,220949.31127541923
hombre,Buenos Aires,236746.63891825723
mujer,San Luis,90760.49118119664
mujer,Santa Fe,28568.44839901865
mujer,Buenos Aires,220184.0985780657
hombre,San Luis,193492.79483944984
mujer,Buenos Aires,139028.61032031904
mujer,Córdoba,247901.70267219952
hombre,Mendoza,79250.65412656359
hombre,San Luis,303723.3107893781
mujer,Buenos Aires,430815.0975473348
mujer,Córdoba,246429.292412453
mujer,Mendoza,47981.92320422406
mujer,Santa Fe,42547.3221886952
hombre,Buenos Aires,189681.9259745858
mujer,Buenos Aires,225288.7064951437
mujer,Buenos Aires,68220.74265353677
hombre,Buenos Aires,131075.7502761724
hombre,Córdoba,111833.79785938878
mujer,Buenos Aires,188704.36646033078
hombre,Buenos Aires,113320.40390147177
mujer,Buenos Aires,81289.17339067909
mujer,Mendoza,63721.24975010948
hombre,Santa Fe,86575.96526210291
hombre,Mendoza,33577.100398853814
hombre,San Luis,85673.14135511985
mujer,San Luis,87231.10929024646
mujer,Buenos Aires,488116.77294763474
mujer,Buenos Aires,120123.20621723286
mujer,Córdoba,54795.736855837815
hombre,Buenos Aires,225574.34127347585
hombre,Buenos Aires,92183.11121402013
mujer,Buenos Aires,126447.78537316328
hombre,Buenos Aires,119851.46447058611
mujer,Buenos Aires,143395.68558344644
mujer,Mendoza,85080.66259018652
mujer,San Luis,21375.565048804754
mujer,Córdoba,73462.7540721003
mujer,San Luis,74172.68548050309
mujer,San Luis,111942.92829273776
mujer,Buenos Aires,116912.57239610859
hombre,Buenos Aires,111657.90711528617
hombre,Buenos Aires,61031.37537673473
hombre,Santa Fe,59291.34589805195
mujer,San Luis,25622.2309732863
mujer,Buenos Aires,30151.424423245357
hombre,Córdoba,114582.94203867615
hombre,San Luis,109923.2732423632
hombre,Santa Fe,15729.465240584746
hombre,Buenos Aires,105790.8907635933
hombre,San Luis,227191.95775273646
hombre,Buenos Aires,126435.93007664132
mujer,Buenos Aires,106994.5099952933
hombre,San Luis,116731.05980339863
hombre,Buenos Aires,50058.45055685489
mujer,Mendoza,36754.412788022186
mujer,Córdoba,221275.41926931997
hombre,Córdoba,115224.49249287571
hombre,Buenos Aires,100785.69247468717
mujer,San Luis,57346.68836913648
hombre,Santa Fe,28247.019840167522
mujer,Santa Fe,68641.97535363467
hombre,Mendoza,49035.02015486769
hombre,Córdoba,67154.17155622564
hombre,Córdoba,257027.25411794413
mujer,Santa Fe,130361.53852080774
hombre,Buenos Aires,110562.54488248771
hombre,San Luis,62853.51527528789
hombre,Córdoba,37924.69490224295
hombre,Mendoza,116544.03700466514
mujer,San Luis,72344.04375164218
hombre,Mendoza,93674.64428385164
mujer,Mendoza,27076.913778504844
mujer,Mendoza,34710.159926942564
hombre,Córdoba,449173.15429354337
mujer,Córdoba,139810.76187009315
mujer,Buenos Aires,173675.96587032467
hombre,Córdoba,223581.34915168834
mujer,Santa Fe,79335.8196293128
mujer,Córdoba,83911.86613351261
hombre,Santa Fe,110965.37114757084
mujer,Córdoba,52359.96499677957
otros,Buenos Aires,33160.935962703785
hombre,Buenos Aires,191186.21090153678
hombre,Santa Fe,176977.5111205523
hombre,Córdoba,41844.211658104046
otros,Mendoza,18953.85476434686
hombre,Córdoba,233635.03034028446
mujer,Córdoba,145547.72922045665
hombre,Buenos Aires,33311.25689164207
mujer,Santa Fe,62503.376037455164
mujer,Mendoza,38302.21549091548
mujer,Buenos Aires,155557.7418372572
hombre,San Luis,122113.81188513136
hombre,Buenos Aires,125251.82088154783
mujer,Córdoba,158314.23953751684
hombre,Buenos Aires,31486.445484244417
mujer,Buenos Aires,61415.261896740594
hombre,Mendoza,54199.0796652631
hombre,Buenos Aires,124785.72428400378
hombre,Mendoza,121853.35732651214
mujer,Buenos Aires,57769.943474094325
hombre,Córdoba,188835.2484109461
mujer,Buenos Aires,111666.74647328553
hombre,Mendoza,135324.01288977318
mujer,Córdoba,58920.386262215616
mujer,Buenos Aires,64955.287761970154
mujer,Buenos Aires,220538.73323672457
hombre,Mendoza,46496.19464061133
mujer,Córdoba,41927.349487245105
mujer,San Luis,114286.03284374383
hombre,Santa Fe,71487.66815576339
mujer,Santa Fe,44812.37048824172
hombre,San Luis,22974.2445308198
hombre,Buenos Aires,135448.59200598358
mujer,Mendoza,8345.821069332877
hombre,Mendoza,95303.51982554798
mujer,Buenos Aires,129030.45259903304
mujer,Mendoza,95745.33758892414
mujer,San Luis,48910.4409158392
mujer,Mendoza,133858.86597036084
mujer,Córdoba,70632.59574206205
mujer,Mendoza,32503.600579136724
hombre,Buenos Aires,188489.45457632816
mujer,Buenos Aires,173203.79864077622
hombre,San Luis,109466.9426260162
mujer,Mendoza,44251.103204125226
mujer,Buenos Aires,59298.933450281664
mujer,Buenos Aires,142903.65368720016
mujer,Buenos Aires,318688.15718962124
hombre,Córdoba,116881.38079061297
hombre,Buenos Aires,206651.45449213276
mujer,Buenos Aires,40249.729160855604
mujer,Buenos Aires,319209.20650170965
mujer,Mendoza,59483.81939675669
mujer,Santa Fe,58518.99688420754
mujer,Córdoba,90385.4141392962
mujer,Santa Fe,73738.01444720049
mujer,Córdoba,44411.11863724245
hombre,Buenos Aires,311841.05873593595
mujer,Buenos Aires,122831.91899509383
mujer,San Luis,51127.89890070081
mujer,Mendoza,172339.52060065957
mujer,San Luis,12298.156650951916
mujer,San Luis,105708.98927116203
mujer,San Luis,45791.0628758749
mujer,Buenos Aires,171074.7283846551
mujer,Buenos Aires,112165.55822353848
mujer,Buenos Aires,311101.26862200315
hombre,Buenos Aires,249273.58063238047
mujer,Santa Fe,44749.29502854701
hombre,Santa Fe,47407.842482781016
mujer,San Luis,140231.89211114327
mujer,San Luis,202253.6834758158
mujer,Córdoba,69049.77310684584
hombre,Córdoba,379979.7664904839
hombre,Mendoza,107374.89624254563
mujer,Santa Fe,42229.69472179309
mujer,Mendoza,34268.34352832439
hombre,Buenos Aires,108503.7127964336
hombre,Santa Fe,89589.22593473243
hombre,Mendoza,28253.398547455825
mujer,San Luis,217838.91676738908
mujer,Buenos Aires,13610.585670312066
mujer,Buenos Aires,37268.812892590606
hombre,Buenos Aires,51730.5309303582
mujer,Mendoza,43998.036346066554
mujer,Buenos Aires,195275.192211562
hombre,San Luis,291954.7708317422
hombre,Córdoba,103971.38266510355
hombre,Córdoba,266088.02727886825
hombre,Córdoba,105207.69188844388
mujer,Buenos Aires,63761.80411401804
mujer,Buenos Aires,78001.04482390256
hombre,Córdoba,31751.481221272377
hombre,Mendoza,47307.860172966764
hombre,San Luis,89751.23471867738
hombre,Córdoba,94404.29841104832
hombre,San Luis,23559.66529724294
mujer,Buenos Aires,430139.0964035115
mujer,Buenos Aires,57363.73589163162
mujer,San Luis,11083.426097810658
mujer,Mendoza,18773.049247682742
mujer,Córdoba,66742.88486324414
hombre,Buenos Aires,297558.8356233067
hombre,Buenos Aires,125816.23042707583
mujer,Buenos Aires,89986.99256932622
mujer,Mendoza,63532.50342201447
hombre,Santa Fe,384073.94253435085
hombre,Mendoza,43852.3868074695
mujer,Córdoba,34610.01700013765
hombre,San Luis,119826.14486891024
mujer,Mendoza,69572.50371041034
hombre,Mendoza,147094.35083062627
mujer,Córdoba,61308.32581285394
hombre,Buenos Aires,109184.53620184222
mujer,Buenos Aires,52498.22781943257
hombre,Santa Fe,80422.62563920413
mujer,Buenos Aires,204487.27667785762
hombre,Buenos Aires,234055.97799943457
mujer,San Luis,59555.254666333974
hombre,Mendoza,49246.74213954656
mujer,Buenos Aires,113476.73913796336
hombre,Buenos Aires,96111.02520102487
hombre,Mendoza,91130.04418928879
hombre,Buenos Aires,155522.55257796304
mujer,Buenos Aires,24762.356564744638
hombre,San Luis,97847.25935848037
hombre,Mendoza,118269.61995582345
hombre,Mendoza,125169.84758327586
hombre,San Luis,94414.89351757354
mujer,Buenos Aires,96877.18326950028
hombre,Mendoza,106304.17105744198
mujer,Buenos Aires,19293.009367118204
mujer,Buenos Aires,201291.58743219727
mujer,Buenos Aires,137176.833646282
hombre,Buenos Aires,677095.6617863654
hombre,Mendoza,58721.89577971639
mujer,San Luis,171791.99127420026
mujer,Buenos Aires,144738.61558743063
hombre,San Luis,130542.19128628624
mujer,Santa Fe,31630.442605370306
otros,Santa Fe,28351.2565753379
hombre,Córdoba,117843.88417726713
hombre,Buenos Aires,110610.43983842306
hombre,San Luis,129724.30823138496
hombre,Buenos Aires,45813.80535425921
mujer,Buenos Aires,36760.1227457375
mujer,Buenos Aires,30748.802742273172
hombre,Santa Fe,117790.91467201119
mujer,Buenos Aires,57298.3025114706
hombre,Mendoza,151571.67724926598
hombre,Buenos Aires,246507.9540655717
hombre,San Luis,148267.37664776796
hombre,Mendoza,450765.1270555262
mujer,Santa Fe,43780.16635209266
mujer,Santa Fe,33675.24168597011
mujer,Buenos Aires,69148.788861535
mujer,Córdoba,138356.9860120288
hombre,San Luis,88934.15150522304
hombre,San Luis,109945.71658536965
hombre,San Luis,81200.19099559807
mujer,Buenos Aires,104289.9163042838
mujer,Córdoba,101944.94448948101
mujer,Buenos Aires,108683.47234437257
mujer,Córdoba,179158.988860514
mujer,Córdoba,60617.78119520463
hombre,Buenos Aires,80728.73628058843
hombre,Córdoba,246931.60823968519
hombre,Buenos Aires,102314.08561479555
mujer,Buenos Aires,201054.26933137086
hombre,Buenos Aires,213953.17711582524
mujer,Santa Fe,89804.30930221728
hombre,Córdoba,60020.36982739052
mujer,San Luis,7807.462677192041
mujer,Córdoba,106104.73900213798
mujer,Córdoba,218960.2276730641
mujer,Mendoza,49594.90183596209
mujer,San Luis,63082.69666655183
hombre,Córdoba,323988.6052146945
hombre,Buenos Aires,331901.46887518675
mujer,San Luis,45528.41733134313
mujer,Buenos Aires,107294.10230031148
otros,Mendoza,17950.442530781107
hombre,Mendoza,166352.742571493
hombre,Buenos Aires,147636.7526448892
mujer,San Luis,63736.32707930761
mujer,Córdoba,49098.205805537604
hombre,Córdoba,333042.6810800592
hombre,Buenos Aires,167802.36928747236
mujer,Mendoza,62069.761550027855
hombre,Buenos Aires,67232.33382282709
mujer,San Luis,38207.935816668934
hombre,Mendoza,64164.607026734084
hombre,Buenos Aires,195122.26902278519
hombre,Mendoza,17760.631168020052
hombre,Buenos Aires,113747.74583765678
mujer,San Luis,77945.99544188974
mujer,Buenos Aires,73775.68934283056
hombre,Buenos Aires,60096.50197468574
mujer,Córdoba,146897.47724330088
hombre,Santa Fe,31830.917761800425
hombre,Buenos Aires,265271.8777866738
mujer,San Luis,99397.63898976102
hombre,Mendoza,54420.68621432843
hombre,San Luis,170076.1627883082
hombre,Buenos Aires,188573.5098240154
mujer,San Luis,14928.256129823301
hombre,Mendoza,194090.2370616724
mujer,Mendoza,26383.85955544098
mujer,Buenos Aires,34388.37503025324
mujer,Buenos Aires,104941.88209216319
mujer,Buenos Aires,175362.5944950335
mujer,Buenos Aires,37175.80531747213
hombre,Buenos Aires,142939.80262812093
mujer,Mendoza,23774.026229846215
mujer,Mendoza,81643.85073010772
mujer,San Luis,10253.493030368369
hombre,Córdoba,42731.16960120565
mujer,Mendoza,14476.910558362819
hombre,Buenos Aires,288040.15680921945
mujer,Buenos Aires,147299.02958905452
hombre,San Luis,120304.79513675752
mujer,Mendoza,32390.06059380978
hombre,Mendoza,97225.94792570523
hombre,Córdoba,551742.1874570642
mujer,Mendoza,46696.69954345692
mujer,Buenos Aires,27215.182016282335
mujer,San Luis,84560.28160577967
hombre,San Luis,40325.16215036026
mujer,San Luis,53387.78911990376
hombre,Córdoba,121076.44223658348
hombre,Buenos Aires,131579.38759171934
mujer,Mendoza,31013.21906610851
hombre,Mendoza,39092.982420785425
mujer,Mendoza,116053.3053744312
mujer,Mendoza,71494.99131395927
mujer,Córdoba,171098.6661650512
mujer,San Luis,84274.99797878801
hombre,San Luis,152794.82639337122
mujer,Córdoba,55386.725895316864
mujer,Mendoza,24664.73688765556
mujer,San Luis,19527.23610513287
otros,Mendoza,45189.65622962285
hombre,Buenos Aires,74603.87209344811
hombre,Mendoza,262738.18228878535
mujer,Mendoza,91331.71407683035
hombre,Mendoza,242577.7631278637
hombre,Santa Fe,108165.64031598004
hombre,San Luis,135630.31619630786
hombre,Córdoba,305529.20518307714
mujer,Buenos Aires,135144.00701527772
mujer,Buenos Aires,74388.29391705047
hombre,San Luis,20364.383269887974
mujer,Mendoza,70097.05691952581
mujer,Córdoba,175008.79792399984
hombre,Buenos Aires,66910.49856930955
hombre,Mendoza,48869.844756792714
hombre,San Luis,69596.64141920421
hombre,Buenos Aires,187017.58773635604
hombre,Córdoba,121021.12873248964
hombre,Mendoza,81760.50921668032
hombre,Mendoza,199178.78244352422
otros,Buenos Aires,34050.6318997718
mujer,San Luis,49365.18861762387
hombre,Buenos Aires,314466.244253846
hombre,Buenos Aires,200605.13982813802
hombre,Buenos Aires,196734.60715654268
mujer,Buenos Aires,98652.24352102116
hombre,Mendoza,103046.345989458
hombre,Santa Fe,85432.43724895171
hombre,San Luis,107142.26067786291
mujer,Buenos Aires,125862.95028347099
mujer,Buenos Aires,22610.362207529935
mujer,Buenos Aires,31982.674165283894
mujer,Buenos Aires,309217.2816250022
hombre,San Luis,27640.53721083468
mujer,San Luis,83999.97342021897
mujer,Buenos Aires,267383.8511625136
mujer,Buenos Aires,48531.327385919125
